richtung,tagestyp,fahrt_nr,reihenfolge,haltestelle,uhrzeit
Puderbach -> Neuwied,Sa,9,26,Marktstraße B,15.43
Puderbach -> Neuwied,Sa,9,27,Moltkeplatz A,15.45
Puderbach -> Neuwied,Sa,9,28,Bahnhof H,15.51
Puderbach -> Neuwied,Sa,10,1,Dierdorf Markt ab,16.03
Puderbach -> Neuwied,Sa,10,2,Neuwieder Straße B,16.04
Puderbach -> Neuwied,Sa,10,3,SZ-Center B,16.06
Puderbach -> Neuwied,Sa,10,4,Rüscheid Siegel,16.13
Puderbach -> Neuwied,Sa,10,5,Anhausen Petershof A,16.15
Puderbach -> Neuwied,Sa,10,6,Schillerstraße A an,16.18
Puderbach -> Neuwied,Sa,10,7,Schillerstraße A ab,16.19
Puderbach -> Neuwied,Sa,10,8,Braunsberg/Rheinhöhenweg,16.21
Puderbach -> Neuwied,Sa,10,9,Gladbach Haus am Pilz,16.23
Puderbach -> Neuwied,Sa,10,10,Chausseehaus,16.26
Puderbach -> Neuwied,Sa,10,11,Torney Dierdorfer Straße,16.29
Puderbach -> Neuwied,Sa,10,12,Friedhof Wennenberg,16.30
Puderbach -> Neuwied,Sa,10,13,Neuwied Beverwijker Ring,16.32
Puderbach -> Neuwied,Sa,10,14,Ludwig-Erhard-Schule,16.35
Puderbach -> Neuwied,Sa,10,15,Matthiasberg,16.36
Puderbach -> Neuwied,Sa,10,16,Stadion A,16.38
Puderbach -> Neuwied,Sa,10,17,Im Weidchen A,16.39
Puderbach -> Neuwied,Sa,10,18,Schloßtheater A,16.40
Puderbach -> Neuwied,Sa,10,19,Marktkirche A,16.42
Puderbach -> Neuwied,Sa,10,20,Marktstraße B,16.43
Puderbach -> Neuwied,Sa,10,21,Moltkeplatz A,16.45
Puderbach -> Neuwied,Sa,10,22,Bahnhof H,16.51
Puderbach -> Neuwied,Sa,11,1,Puderbach Verbandsgemeinde,16.49
Puderbach -> Neuwied,Sa,11,2,Hölzchens Mühle,16.50
Puderbach -> Neuwied,Sa,11,3,Hanroth Hedwigsthal A,16.51
Puderbach -> Neuwied,Sa,11,4,Raubach In der Au,16.55
Puderbach -> Neuwied,Sa,11,5,Wienau Flemmer,16.58
Puderbach -> Neuwied,Sa,11,6,Dierdorf Markt an,17.02
Puderbach -> Neuwied,Sa,11,7,Dierdorf Markt ab,17.03
Puderbach -> Neuwied,Sa,11,8,Neuwieder Straße B,17.04
Puderbach -> Neuwied,Sa,11,9,SZ-Center B,17.06
Puderbach -> Neuwied,Sa,11,10,Rüscheid Siegel,17.13
Puderbach -> Neuwied,Sa,11,11,Anhausen Petershof A,17.15
Puderbach -> Neuwied,Sa,11,12,Schillerstraße A an,17.18
Puderbach -> Neuwied,Sa,11,13,Schillerstraße A ab,17.19
Puderbach -> Neuwied,Sa,11,14,Braunsberg/Rheinhöhenweg,17.21
Puderbach -> Neuwied,Sa,11,15,Gladbach Haus am Pilz,17.23
Puderbach -> Neuwied,Sa,11,16,Chausseehaus,17.26
Puderbach -> Neuwied,Sa,11,17,Torney Dierdorfer Straße,17.29
Puderbach -> Neuwied,Sa,11,18,Friedhof Wennenberg,17.30
Puderbach -> Neuwied,Sa,11,19,Neuwied Beverwijker Ring,17.32
Puderbach -> Neuwied,Sa,11,20,Ludwig-Erhard-Schule,17.35
Puderbach -> Neuwied,Sa,11,21,Matthiasberg,17.36
Puderbach -> Neuwied,Sa,11,22,Stadion A,17.38
Puderbach -> Neuwied,Sa,11,23,Im Weidchen A,17.39
Puderbach -> Neuwied,Sa,11,24,Schloßtheater A,17.40
Puderbach -> Neuwied,Sa,11,25,Marktkirche A,17.42
Puderbach -> Neuwied,Sa,11,26,Marktstraße B,17.43
Puderbach -> Neuwied,Sa,11,27,Moltkeplatz A,17.45
Puderbach -> Neuwied,Sa,11,28,Bahnhof H,17.51
Puderbach -> Neuwied,Sa,12,1,Dierdorf Markt ab,18.03
Puderbach -> Neuwied,Sa,12,2,Neuwieder Straße B,18.04
Puderbach -> Neuwied,Sa,12,3,SZ-Center B,18.06
Puderbach -> Neuwied,Sa,12,4,Rüscheid Siegel,18.13
Puderbach -> Neuwied,Sa,12,5,Anhausen Petershof A,18.15
Puderbach -> Neuwied,Sa,12,6,Schillerstraße A an,18.18
Puderbach -> Neuwied,Sa,12,7,Schillerstraße A ab,18.19
Puderbach -> Neuwied,Sa,12,8,Braunsberg/Rheinhöhenweg,18.21
Puderbach -> Neuwied,Sa,12,9,Gladbach Haus am Pilz,18.23
Puderbach -> Neuwied,Sa,12,10,Chausseehaus,18.26
Puderbach -> Neuwied,Sa,12,11,Torney Dierdorfer Straße,18.29
Puderbach -> Neuwied,Sa,12,12,Friedhof Wennenberg,18.30
Puderbach -> Neuwied,Sa,12,13,Neuwied Beverwijker Ring,18.32
Puderbach -> Neuwied,Sa,12,14,Ludwig-Erhard-Schule,18.35
Puderbach -> Neuwied,Sa,12,15,Matthiasberg,18.36
Puderbach -> Neuwied,Sa,12,16,Stadion A,18.38
Puderbach -> Neuwied,Sa,12,17,Im Weidchen A,18.39
Puderbach -> Neuwied,Sa,12,18,Schloßtheater A,18.40
Puderbach -> Neuwied,Sa,12,19,Marktkirche A,18.42
Puderbach -> Neuwied,Sa,12,20,Marktstraße B,18.43
Puderbach -> Neuwied,Sa,12,21,Moltkeplatz A,18.45
Puderbach -> Neuwied,Sa,12,22,Bahnhof H,18.51
Puderbach -> Neuwied,Sa,13,1,Puderbach Verbandsgemeinde,18.49
Puderbach -> Neuwied,Sa,13,2,Hölzchens Mühle,18.50
Puderbach -> Neuwied,Sa,13,3,Hanroth Hedwigsthal A,18.51
Puderbach -> Neuwied,Sa,13,4,Raubach In der Au,18.55
Puderbach -> Neuwied,Sa,13,5,Wienau Flemmer,18.58
Puderbach -> Neuwied,Sa,13,6,Dierdorf Markt an,19.02
Puderbach -> Neuwied,Sa,13,7,Dierdorf Markt ab,19.03
Puderbach -> Neuwied,Sa,13,8,Neuwieder Straße B,19.04
Puderbach -> Neuwied,Sa,13,9,SZ-Center B,19.06
Puderbach -> Neuwied,Sa,13,10,Rüscheid Siegel,19.13
Puderbach -> Neuwied,Sa,13,11,Anhausen Petershof A,19.15
Puderbach -> Neuwied,Sa,13,12,Schillerstraße A an,19.18
Puderbach -> Neuwied,Sa,13,13,Schillerstraße A ab,19.19
Puderbach -> Neuwied,Sa,13,14,Braunsberg/Rheinhöhenweg,19.21
Puderbach -> Neuwied,Sa,13,15,Gladbach Haus am Pilz,19.23
Puderbach -> Neuwied,Sa,13,16,Chausseehaus,19.26
Puderbach -> Neuwied,Sa,13,17,Torney Dierdorfer Straße,19.29
Puderbach -> Neuwied,Sa,13,18,Friedhof Wennenberg,19.30
Puderbach -> Neuwied,Sa,13,19,Neuwied Beverwijker Ring,19.32
Puderbach -> Neuwied,Sa,13,20,Ludwig-Erhard-Schule,19.35
Puderbach -> Neuwied,Sa,13,21,Matthiasberg,19.36
Puderbach -> Neuwied,Sa,13,22,Stadion A,19.38
Puderbach -> Neuwied,Sa,13,23,Im Weidchen A,19.39
Puderbach -> Neuwied,Sa,13,24,Schloßtheater A,19.40
Puderbach -> Neuwied,Sa,13,25,Marktkirche A,19.42
Puderbach -> Neuwied,Sa,13,26,Marktstraße B,19.43
Puderbach -> Neuwied,Sa,13,27,Moltkeplatz A,19.45
Puderbach -> Neuwied,Sa,13,28,Bahnhof H,19.51
Puderbach -> Neuwied,Sa,14,1,Dierdorf Markt ab,20.03
Puderbach -> Neuwied,Sa,14,2,Neuwieder Straße B,20.04
Puderbach -> Neuwied,Sa,14,3,SZ-Center B,20.06
Puderbach -> Neuwied,Sa,14,4,Rüscheid Siegel,20.13
Puderbach -> Neuwied,Sa,14,5,Anhausen Petershof A,20.15
Puderbach -> Neuwied,Sa,14,6,Schillerstraße A an,20.18
Puderbach -> Neuwied,Sa,14,7,Schillerstraße A ab,20.19
Puderbach -> Neuwied,Sa,14,8,Braunsberg/Rheinhöhenweg,20.21
Puderbach -> Neuwied,Sa,14,9,Gladbach Haus am Pilz,20.23
Puderbach -> Neuwied,Sa,14,10,Chausseehaus,20.26
Puderbach -> Neuwied,Sa,14,11,Torney Dierdorfer Straße,20.29
Puderbach -> Neuwied,Sa,14,12,Friedhof Wennenberg,20.30
Puderbach -> Neuwied,Sa,14,13,Neuwied Beverwijker Ring,20.32
Puderbach -> Neuwied,Sa,14,14,Ludwig-Erhard-Schule,20.35
Puderbach -> Neuwied,Sa,14,15,Matthiasberg,20.36
Puderbach -> Neuwied,Sa,14,16,Stadion A,20.38
Puderbach -> Neuwied,Sa,14,17,Im Weidchen A,20.39
Puderbach -> Neuwied,Sa,14,18,Schloßtheater A,20.40
Puderbach -> Neuwied,Sa,14,19,Marktkirche A,20.42
Puderbach -> Neuwied,Sa,14,20,Marktstraße B,20.43
Puderbach -> Neuwied,Sa,14,21,Moltkeplatz A,20.45
Puderbach -> Neuwied,Sa,14,22,Bahnhof H,20.51
Puderbach -> Neuwied,Sa,15,1,Puderbach Verbandsgemeinde,20.49
Puderbach -> Neuwied,Sa,15,2,Hölzchens Mühle,20.50
Puderbach -> Neuwied,Sa,15,3,Hanroth Hedwigsthal A,20.51
Puderbach -> Neuwied,Sa,15,4,Raubach In der Au,20.55
Puderbach -> Neuwied,Sa,15,5,Wienau Flemmer,20.58
Puderbach -> Neuwied,Sa,15,6,Dierdorf Markt an,21.02
Puderbach -> Neuwied,Sa,15,7,Dierdorf Markt ab,21.03
Puderbach -> Neuwied,Sa,15,8,Neuwieder Straße B,21.04
Puderbach -> Neuwied,Sa,15,9,SZ-Center B,21.06
Puderbach -> Neuwied,Sa,15,10,Rüscheid Siegel,21.13
Puderbach -> Neuwied,Sa,15,11,Anhausen Petershof A,21.15
Puderbach -> Neuwied,Sa,15,12,Schillerstraße A an,21.18
Puderbach -> Neuwied,Sa,15,13,Schillerstraße A ab,21.19
Puderbach -> Neuwied,Sa,15,14,Braunsberg/Rheinhöhenweg,21.21
Puderbach -> Neuwied,Sa,15,15,Gladbach Haus am Pilz,21.23
Puderbach -> Neuwied,Sa,15,16,Chausseehaus,21.26
Puderbach -> Neuwied,Sa,15,17,Torney Dierdorfer Straße,21.29
Puderbach -> Neuwied,Sa,15,18,Friedhof Wennenberg,21.30
Puderbach -> Neuwied,Sa,15,19,Neuwied Beverwijker Ring,21.32
Puderbach -> Neuwied,Sa,15,20,Ludwig-Erhard-Schule,21.35
Puderbach -> Neuwied,Sa,15,21,Matthiasberg,21.36
Puderbach -> Neuwied,Sa,15,22,Stadion A,21.38
Puderbach -> Neuwied,Sa,15,23,Im Weidchen A,21.39
Puderbach -> Neuwied,Sa,15,24,Schloßtheater A,21.40
Puderbach -> Neuwied,Sa,15,25,Marktkirche A,21.42
Puderbach -> Neuwied,Sa,15,26,Marktstraße B,21.43
Puderbach -> Neuwied,Sa,15,27,Moltkeplatz A,21.45
Puderbach -> Neuwied,Sa,15,28,Bahnhof H,21.51
Puderbach -> Neuwied,Sa,16,1,Dierdorf Markt ab,22.03
Puderbach -> Neuwied,Sa,16,2,Neuwieder Straße B,22.04
Puderbach -> Neuwied,Sa,16,3,SZ-Center B,22.06
Puderbach -> Neuwied,Sa,16,4,Rüscheid Siegel,22.13
Puderbach -> Neuwied,Sa,16,5,Anhausen Petershof A,22.15
Puderbach -> Neuwied,Sa,16,6,Schillerstraße A an,22.18
Puderbach -> Neuwied,Sa,16,7,Schillerstraße A ab,22.19
Puderbach -> Neuwied,Sa,16,8,Braunsberg/Rheinhöhenweg,22.21
Puderbach -> Neuwied,Sa,16,9,Gladbach Haus am Pilz,22.23
Puderbach -> Neuwied,Sa,16,10,Chausseehaus,22.26
Puderbach -> Neuwied,Sa,16,11,Torney Dierdorfer Straße,22.29
Puderbach -> Neuwied,Sa,16,12,Friedhof Wennenberg,22.30
Puderbach -> Neuwied,Sa,16,13,Neuwied Beverwijker Ring,22.32
Puderbach -> Neuwied,Sa,16,14,Ludwig-Erhard-Schule,22.35
Puderbach -> Neuwied,Sa,16,15,Matthiasberg,22.36
Puderbach -> Neuwied,Sa,16,16,Stadion A,22.38
Puderbach -> Neuwied,Sa,16,17,Im Weidchen A,22.39
Puderbach -> Neuwied,Sa,16,18,Schloßtheater A,22.40
Puderbach -> Neuwied,Sa,16,19,Marktkirche A,22.42
Puderbach -> Neuwied,Sa,16,20,Marktstraße B,22.43
Puderbach -> Neuwied,Sa,16,21,Moltkeplatz A,22.45
Puderbach -> Neuwied,Sa,16,22,Bahnhof H,22.51
Puderbach -> Neuwied,So+Feiertag,1,1,Puderbach Verbandsgemeinde,6.49
Puderbach -> Neuwied,So+Feiertag,1,2,Hölzchens Mühle,6.50
Puderbach -> Neuwied,So+Feiertag,1,3,Hanroth Hedwigsthal A,6.51
Puderbach -> Neuwied,So+Feiertag,1,4,Raubach In der Au,6.55
Puderbach -> Neuwied,So+Feiertag,1,5,Wienau Flemmer,6.58
Puderbach -> Neuwied,So+Feiertag,1,6,Dierdorf Markt an,7.02
Puderbach -> Neuwied,So+Feiertag,1,7,Dierdorf Markt ab,7.03
Puderbach -> Neuwied,So+Feiertag,1,8,Neuwieder Straße B,7.04
Puderbach -> Neuwied,So+Feiertag,1,9,SZ-Center B,7.06
Puderbach -> Neuwied,So+Feiertag,1,10,Rüscheid Siegel,7.13
Puderbach -> Neuwied,So+Feiertag,1,11,Anhausen Petershof A,7.15
Puderbach -> Neuwied,So+Feiertag,1,12,Schillerstraße A an,7.18
Puderbach -> Neuwied,So+Feiertag,1,13,Schillerstraße A ab,7.19
Puderbach -> Neuwied,So+Feiertag,1,14,Braunsberg/Rheinhöhenweg,7.21
Puderbach -> Neuwied,So+Feiertag,1,15,Gladbach Haus am Pilz,7.23
Puderbach -> Neuwied,So+Feiertag,1,16,Chausseehaus,7.26
Puderbach -> Neuwied,So+Feiertag,1,17,Torney Dierdorfer Straße,7.29
Puderbach -> Neuwied,So+Feiertag,1,18,Friedhof Wennenberg,7.30
Puderbach -> Neuwied,So+Feiertag,1,19,Neuwied Beverwijker Ring,7.32
Puderbach -> Neuwied,So+Feiertag,1,20,Ludwig-Erhard-Schule,7.35
Puderbach -> Neuwied,So+Feiertag,1,21,Matthiasberg,7.36
Puderbach -> Neuwied,So+Feiertag,1,22,Stadion A,7.38
Puderbach -> Neuwied,So+Feiertag,1,23,Im Weidchen A,7.39
Puderbach -> Neuwied,So+Feiertag,1,24,Schloßtheater A,7.40
Puderbach -> Neuwied,So+Feiertag,1,25,Marktkirche A,7.42
Puderbach -> Neuwied,So+Feiertag,1,26,Marktstraße B,7.43
Puderbach -> Neuwied,So+Feiertag,1,27,Moltkeplatz A,7.45
Puderbach -> Neuwied,So+Feiertag,1,28,Bahnhof H,7.51
Puderbach -> Neuwied,So+Feiertag,2,1,Puderbach Verbandsgemeinde,8.49
Puderbach -> Neuwied,So+Feiertag,2,2,Hölzchens Mühle,8.50
Puderbach -> Neuwied,So+Feiertag,2,3,Hanroth Hedwigsthal A,8.51
Puderbach -> Neuwied,So+Feiertag,2,4,Raubach In der Au,8.55
Puderbach -> Neuwied,So+Feiertag,2,5,Wienau Flemmer,8.58
Puderbach -> Neuwied,So+Feiertag,2,6,Dierdorf Markt an,9.02
Puderbach -> Neuwied,So+Feiertag,2,7,Dierdorf Markt ab,9.03
Puderbach -> Neuwied,So+Feiertag,2,8,Neuwieder Straße B,9.04
Puderbach -> Neuwied,So+Feiertag,2,9,SZ-Center B,9.06
Puderbach -> Neuwied,So+Feiertag,2,10,Rüscheid Siegel,9.13
Puderbach -> Neuwied,So+Feiertag,2,11,Anhausen Petershof A,9.15
Puderbach -> Neuwied,So+Feiertag,2,12,Schillerstraße A an,9.18
Puderbach -> Neuwied,So+Feiertag,2,13,Schillerstraße A ab,9.19
Puderbach -> Neuwied,So+Feiertag,2,14,Braunsberg/Rheinhöhenweg,9.21
Puderbach -> Neuwied,So+Feiertag,2,15,Gladbach Haus am Pilz,9.23
Puderbach -> Neuwied,So+Feiertag,2,16,Chausseehaus,9.26
Puderbach -> Neuwied,So+Feiertag,2,17,Torney Dierdorfer Straße,9.29
Puderbach -> Neuwied,So+Feiertag,2,18,Friedhof Wennenberg,9.30
Puderbach -> Neuwied,So+Feiertag,2,19,Neuwied Beverwijker Ring,9.32
Puderbach -> Neuwied,So+Feiertag,2,20,Ludwig-Erhard-Schule,9.35
Puderbach -> Neuwied,So+Feiertag,2,21,Matthiasberg,9.36
Puderbach -> Neuwied,So+Feiertag,2,22,Stadion A,9.38
Puderbach -> Neuwied,So+Feiertag,2,23,Im Weidchen A,9.39
Puderbach -> Neuwied,So+Feiertag,2,24,Schloßtheater A,9.40
Puderbach -> Neuwied,So+Feiertag,2,25,Marktkirche A,9.42
Puderbach -> Neuwied,So+Feiertag,2,26,Marktstraße B,9.43
Puderbach -> Neuwied,So+Feiertag,2,27,Moltkeplatz A,9.45
Puderbach -> Neuwied,So+Feiertag,2,28,Bahnhof H,9.51
Puderbach -> Neuwied,So+Feiertag,3,1,Dierdorf Markt ab,10.03
Puderbach -> Neuwied,So+Feiertag,3,2,Neuwieder Straße B,10.04
Puderbach -> Neuwied,So+Feiertag,3,3,SZ-Center B,10.06
Puderbach -> Neuwied,So+Feiertag,3,4,Rüscheid Siegel,10.13
Puderbach -> Neuwied,So+Feiertag,3,5,Anhausen Petershof A,10.15
Puderbach -> Neuwied,So+Feiertag,3,6,Schillerstraße A an,10.18
Puderbach -> Neuwied,So+Feiertag,3,7,Schillerstraße A ab,10.19
Puderbach -> Neuwied,So+Feiertag,3,8,Braunsberg/Rheinhöhenweg,10.21
Puderbach -> Neuwied,So+Feiertag,3,9,Gladbach Haus am Pilz,10.23
Puderbach -> Neuwied,So+Feiertag,3,10,Chausseehaus,10.26
Puderbach -> Neuwied,So+Feiertag,3,11,Torney Dierdorfer Straße,10.29
Puderbach -> Neuwied,So+Feiertag,3,12,Friedhof Wennenberg,10.30
Puderbach -> Neuwied,So+Feiertag,3,13,Neuwied Beverwijker Ring,10.32
Puderbach -> Neuwied,So+Feiertag,3,14,Ludwig-Erhard-Schule,10.35
Puderbach -> Neuwied,So+Feiertag,3,15,Matthiasberg,10.36
Puderbach -> Neuwied,So+Feiertag,3,16,Stadion A,10.38
Puderbach -> Neuwied,So+Feiertag,3,17,Im Weidchen A,10.39
Puderbach -> Neuwied,So+Feiertag,3,18,Schloßtheater A,10.40
Puderbach -> Neuwied,So+Feiertag,3,19,Marktkirche A,10.42
Puderbach -> Neuwied,So+Feiertag,3,20,Marktstraße B,10.43
Puderbach -> Neuwied,So+Feiertag,3,21,Moltkeplatz A,10.45
Puderbach -> Neuwied,So+Feiertag,3,22,Bahnhof H,10.51
Puderbach -> Neuwied,So+Feiertag,4,1,Puderbach Verbandsgemeinde,10.49
Puderbach -> Neuwied,So+Feiertag,4,2,Hölzchens Mühle,10.50
Puderbach -> Neuwied,So+Feiertag,4,3,Hanroth Hedwigsthal A,10.51
Puderbach -> Neuwied,So+Feiertag,4,4,Raubach In der Au,10.55
Puderbach -> Neuwied,So+Feiertag,4,5,Wienau Flemmer,10.58
Puderbach -> Neuwied,So+Feiertag,4,6,Dierdorf Markt an,11.02
Puderbach -> Neuwied,So+Feiertag,4,7,Dierdorf Markt ab,11.03
Puderbach -> Neuwied,So+Feiertag,4,8,Neuwieder Straße B,11.04
Puderbach -> Neuwied,So+Feiertag,4,9,SZ-Center B,11.06
Puderbach -> Neuwied,So+Feiertag,4,10,Rüscheid Siegel,11.13
Puderbach -> Neuwied,So+Feiertag,4,11,Anhausen Petershof A,11.15
Puderbach -> Neuwied,So+Feiertag,4,12,Schillerstraße A an,11.18
Puderbach -> Neuwied,So+Feiertag,4,13,Schillerstraße A ab,11.19
Puderbach -> Neuwied,So+Feiertag,4,14,Braunsberg/Rheinhöhenweg,11.21
Puderbach -> Neuwied,So+Feiertag,4,15,Gladbach Haus am Pilz,11.23
Puderbach -> Neuwied,So+Feiertag,4,16,Chausseehaus,11.26
Puderbach -> Neuwied,So+Feiertag,4,17,Torney Dierdorfer Straße,11.29
Puderbach -> Neuwied,So+Feiertag,4,18,Friedhof Wennenberg,11.30
Puderbach -> Neuwied,So+Feiertag,4,19,Neuwied Beverwijker Ring,11.32
Puderbach -> Neuwied,So+Feiertag,4,20,Ludwig-Erhard-Schule,11.35
Puderbach -> Neuwied,So+Feiertag,4,21,Matthiasberg,11.36
Puderbach -> Neuwied,So+Feiertag,4,22,Stadion A,11.38
Puderbach -> Neuwied,So+Feiertag,4,23,Im Weidchen A,11.39
Puderbach -> Neuwied,So+Feiertag,4,24,Schloßtheater A,11.40
Puderbach -> Neuwied,So+Feiertag,4,25,Marktkirche A,11.42
Puderbach -> Neuwied,So+Feiertag,4,26,Marktstraße B,11.43
Puderbach -> Neuwied,So+Feiertag,4,27,Moltkeplatz A,11.45
Puderbach -> Neuwied,So+Feiertag,4,28,Bahnhof H,11.51
Puderbach -> Neuwied,So+Feiertag,5,1,Dierdorf Markt ab,12.03
Puderbach -> Neuwied,So+Feiertag,5,2,Neuwieder Straße B,12.04
Puderbach -> Neuwied,So+Feiertag,5,3,SZ-Center B,12.06
Puderbach -> Neuwied,So+Feiertag,5,4,Rüscheid Siegel,12.13
Puderbach -> Neuwied,So+Feiertag,5,5,Anhausen Petershof A,12.15
Puderbach -> Neuwied,So+Feiertag,5,6,Schillerstraße A an,12.18
Puderbach -> Neuwied,So+Feiertag,5,7,Schillerstraße A ab,12.19
Puderbach -> Neuwied,So+Feiertag,5,8,Braunsberg/Rheinhöhenweg,12.21
Puderbach -> Neuwied,So+Feiertag,5,9,Gladbach Haus am Pilz,12.23
Puderbach -> Neuwied,So+Feiertag,5,10,Chausseehaus,12.26
Puderbach -> Neuwied,So+Feiertag,5,11,Torney Dierdorfer Straße,12.29
Puderbach -> Neuwied,So+Feiertag,5,12,Friedhof Wennenberg,12.30
Puderbach -> Neuwied,So+Feiertag,5,13,Neuwied Beverwijker Ring,12.32
Puderbach -> Neuwied,So+Feiertag,5,14,Ludwig-Erhard-Schule,12.35
Puderbach -> Neuwied,So+Feiertag,5,15,Matthiasberg,12.36
Puderbach -> Neuwied,So+Feiertag,5,16,Stadion A,12.38
Puderbach -> Neuwied,So+Feiertag,5,17,Im Weidchen A,12.39
Puderbach -> Neuwied,So+Feiertag,5,18,Schloßtheater A,12.40
Puderbach -> Neuwied,So+Feiertag,5,19,Marktkirche A,12.42
Puderbach -> Neuwied,So+Feiertag,5,20,Marktstraße B,12.43
Puderbach -> Neuwied,So+Feiertag,5,21,Moltkeplatz A,12.45
Puderbach -> Neuwied,So+Feiertag,5,22,Bahnhof H,12.51
Puderbach -> Neuwied,So+Feiertag,6,1,Puderbach Verbandsgemeinde,12.49
Puderbach -> Neuwied,So+Feiertag,6,2,Hölzchens Mühle,12.50
Puderbach -> Neuwied,So+Feiertag,6,3,Hanroth Hedwigsthal A,12.51
Puderbach -> Neuwied,So+Feiertag,6,4,Raubach In der Au,12.55
Puderbach -> Neuwied,So+Feiertag,6,5,Wienau Flemmer,12.58
Puderbach -> Neuwied,So+Feiertag,6,6,Dierdorf Markt an,13.02
Puderbach -> Neuwied,So+Feiertag,6,7,Dierdorf Markt ab,13.03
Puderbach -> Neuwied,So+Feiertag,6,8,Neuwieder Straße B,13.04
Puderbach -> Neuwied,So+Feiertag,6,9,SZ-Center B,13.06
Puderbach -> Neuwied,So+Feiertag,6,10,Rüscheid Siegel,13.13
Puderbach -> Neuwied,So+Feiertag,6,11,Anhausen Petershof A,13.15
Puderbach -> Neuwied,So+Feiertag,6,12,Schillerstraße A an,13.18
Puderbach -> Neuwied,So+Feiertag,6,13,Schillerstraße A ab,13.19
Puderbach -> Neuwied,So+Feiertag,6,14,Braunsberg/Rheinhöhenweg,13.21
Puderbach -> Neuwied,So+Feiertag,6,15,Gladbach Haus am Pilz,13.23
Puderbach -> Neuwied,So+Feiertag,6,16,Chausseehaus,13.26
Puderbach -> Neuwied,So+Feiertag,6,17,Torney Dierdorfer Straße,13.29
Puderbach -> Neuwied,So+Feiertag,6,18,Friedhof Wennenberg,13.30
Puderbach -> Neuwied,So+Feiertag,6,19,Neuwied Beverwijker Ring,13.32
Puderbach -> Neuwied,So+Feiertag,6,20,Ludwig-Erhard-Schule,13.35
Puderbach -> Neuwied,So+Feiertag,6,21,Matthiasberg,13.36
Puderbach -> Neuwied,So+Feiertag,6,22,Stadion A,13.38
Puderbach -> Neuwied,So+Feiertag,6,23,Im Weidchen A,13.39
Puderbach -> Neuwied,So+Feiertag,6,24,Schloßtheater A,13.40
Puderbach -> Neuwied,So+Feiertag,6,25,Marktkirche A,13.42
Puderbach -> Neuwied,So+Feiertag,6,26,Marktstraße B,13.43
Puderbach -> Neuwied,So+Feiertag,6,27,Moltkeplatz A,13.45
Puderbach -> Neuwied,So+Feiertag,6,28,Bahnhof H,13.51
Puderbach -> Neuwied,So+Feiertag,7,1,Dierdorf Markt ab,14.03
Puderbach -> Neuwied,So+Feiertag,7,2,Neuwieder Straße B,14.04
Puderbach -> Neuwied,So+Feiertag,7,3,SZ-Center B,14.06
Puderbach -> Neuwied,So+Feiertag,7,4,Rüscheid Siegel,14.13
Puderbach -> Neuwied,So+Feiertag,7,5,Anhausen Petershof A,14.15
Puderbach -> Neuwied,So+Feiertag,7,6,Schillerstraße A an,14.18
Puderbach -> Neuwied,So+Feiertag,7,7,Schillerstraße A ab,14.19
Puderbach -> Neuwied,So+Feiertag,7,8,Braunsberg/Rheinhöhenweg,14.21
Puderbach -> Neuwied,So+Feiertag,7,9,Gladbach Haus am Pilz,14.23
Puderbach -> Neuwied,So+Feiertag,7,10,Chausseehaus,14.26
Puderbach -> Neuwied,So+Feiertag,7,11,Torney Dierdorfer Straße,14.29
Puderbach -> Neuwied,So+Feiertag,7,12,Friedhof Wennenberg,14.30
Puderbach -> Neuwied,So+Feiertag,7,13,Neuwied Beverwijker Ring,14.32
Puderbach -> Neuwied,So+Feiertag,7,14,Ludwig-Erhard-Schule,14.35
Puderbach -> Neuwied,So+Feiertag,7,15,Matthiasberg,14.36
Puderbach -> Neuwied,So+Feiertag,7,16,Stadion A,14.38
Puderbach -> Neuwied,So+Feiertag,7,17,Im Weidchen A,14.39
Puderbach -> Neuwied,So+Feiertag,7,18,Schloßtheater A,14.40
Puderbach -> Neuwied,So+Feiertag,7,19,Marktkirche A,14.42
Puderbach -> Neuwied,So+Feiertag,7,20,Marktstraße B,14.43
Puderbach -> Neuwied,So+Feiertag,7,21,Moltkeplatz A,14.45
Puderbach -> Neuwied,So+Feiertag,7,22,Bahnhof H,14.51
Puderbach -> Neuwied,So+Feiertag,8,1,Puderbach Verbandsgemeinde,14.49
Puderbach -> Neuwied,So+Feiertag,8,2,Hölzchens Mühle,14.50
Puderbach -> Neuwied,So+Feiertag,8,3,Hanroth Hedwigsthal A,14.51
Puderbach -> Neuwied,So+Feiertag,8,4,Raubach In der Au,14.55
Puderbach -> Neuwied,So+Feiertag,8,5,Wienau Flemmer,14.58
Puderbach -> Neuwied,So+Feiertag,8,6,Dierdorf Markt an,15.02
Puderbach -> Neuwied,So+Feiertag,8,7,Dierdorf Markt ab,15.03
Puderbach -> Neuwied,So+Feiertag,8,8,Neuwieder Straße B,15.04
Puderbach -> Neuwied,So+Feiertag,8,9,SZ-Center B,15.06
Puderbach -> Neuwied,So+Feiertag,8,10,Rüscheid Siegel,15.13
Puderbach -> Neuwied,So+Feiertag,8,11,Anhausen Petershof A,15.15
Puderbach -> Neuwied,So+Feiertag,8,12,Schillerstraße A an,15.18
Puderbach -> Neuwied,So+Feiertag,8,13,Schillerstraße A ab,15.19
Puderbach -> Neuwied,So+Feiertag,8,14,Braunsberg/Rheinhöhenweg,15.21
